Year;Pollution_display;Total_a;Total_b;Total_c
2888;0;109;0;0
2889;0;113;0;0
2890;0;109;0;0
2891;0;110;0;0
2892;0;118;0;0
2893;0;115;0;0
2894;0;114;0;1
2895;0;112;0;0
2896;0;113;0;0
2897;0;112;0;0
2898;0;107;0;0
2899;0;114;0;0
2900;0;111;0;0
2901;0;108;0;1
2902;0;108;0;0
2903;0;108;0;0
2904;0;113;0;0
2905;0;105;0;0
2906;0;117;0;0
2907;0;110;0;1
2908;0;116;0;0
2909;0;108;0;0
2910;0;117;0;0
2911;0;110;0;0
2912;0;112;0;0
2913;0;109;0;0
2914;0;108;0;0
2915;0;118;0;0
2916;0;110;0;0
2917;0;108;0;0
2918;0;107;0;0
2919;0;104;0;1
2920;0;118;0;1
2921;0;112;0;1
2922;0;113;0;1
2923;0;114;0;0
2924;0;111;0;0
2925;0;113;0;1
2926;0;113;0;0
2927;0;111;0;0
2928;0;113;0;0
2929;0;109;0;0
2930;0;111;0;0
2931;0;105;0;0
2932;0;106;0;2
2933;0;109;0;0
2934;0;113;0;0
2935;0;109;0;0
2936;0;103;0;0
2937;0;116;0;0
2938;0;116;0;0
2939;0;113;0;0
2940;0;110;0;0
2941;0;107;0;0
2942;0;106;0;0
2943;0;105;0;0
2944;0;112;0;0
2945;0;111;0;0
2946;0;108;0;0
2947;0;107;0;0
2948;0;112;0;0
2949;0;109;0;0
2950;0;117;0;0
2951;0;112;0;0
2952;0;113;0;0
2953;0;105;0;0
2954;0;104;0;0
2955;0;105;0;0
2956;0;114;0;0
2957;0;114;0;0
2958;0;116;0;0
2959;0;113;0;0
2960;0;110;0;1
2961;0;107;0;0
2962;0;109;0;0
2963;1;105;1;0
2964;1;99;1;0
2965;1;105;1;1
2966;0;119;0;1
2967;0;120;0;0
2968;1;116;1;2
2969;0;114;0;4
2970;0;118;0;1
2971;0;120;0;0
2972;0;120;0;0
2973;0;116;0;0
2974;0;116;0;0
2975;0;119;0;0
2976;0;120;0;0
2977;0;114;0;0
2978;0;119;0;0
2979;0;120;0;0
2980;0;120;0;0
2981;0;120;0;0
2982;0;120;0;0
2983;0;120;0;0
2984;0;119;0;0
2985;0;117;0;0
2986;0;105;0;1
2987;0;101;0;0
2988;0;104;0;0
2989;0;100;0;0
2990;0;102;0;0
2991;0;117;0;0
2992;0;118;0;0
2993;0;119;0;0
2994;0;120;0;0
2995;0;113;0;0
2996;0;109;0;0
2997;0;102;0;0
2998;1;111;1;0
2999;0;118;0;0
3000;0;120;0;0
3001;0;119;0;0
3002;0;119;0;0
3003;0;120;0;0
3004;0;116;0;1
3005;0;117;0;1
3006;1;119;1;0
3007;0;117;0;0
3008;0;120;0;0
3009;0;120;0;0
3010;0;117;0;0
3011;1;118;1;0
3012;2;116;2;0
3013;3;117;3;0
3014;4;116;4;0
3015;4;116;4;0
3016;5;110;5;0
3017;3;117;3;0
3018;4;115;4;0
3019;4;114;4;0
3020;3;114;3;0
3021;4;108;4;0
3022;4;115;4;0
3023;3;115;3;0
3024;2;110;2;0
3025;2;117;2;0
3026;2;118;2;0
3027;2;116;2;0
3028;3;112;3;0
3029;2;111;2;1
3030;2;117;2;1
3031;2;116;2;2
3032;1;114;1;2
3033;0;116;0;3
3034;0;120;0;0
3035;0;119;0;0
3036;1;119;1;0
3037;1;117;1;0
3038;0;119;0;1
3039;0;115;0;0
3040;0;120;0;0
3041;0;117;0;0
3042;0;120;0;0
3043;0;119;0;0
3044;0;114;0;0
3045;0;118;0;0
3046;1;119;1;0
3047;0;120;0;0
3048;0;120;0;0
3049;0;114;0;0
3050;0;116;0;0
3051;0;120;0;0
3052;0;119;0;0
3053;0;120;0;0
3054;0;118;0;0
3055;0;118;0;0
3056;0;120;0;0
3057;1;117;1;0
3058;0;114;0;0
3059;1;118;1;0
3060;0;113;0;0
3061;0;118;0;0
3062;0;115;0;0
3063;0;119;0;1
3064;0;120;0;0
3065;1;119;1;0
3066;0;116;0;1
3067;0;119;0;1
3068;0;119;0;0
3069;0;120;0;0
3070;0;117;0;0
3071;0;118;0;0
3072;0;119;0;0
3073;1;118;1;1
3074;0;119;0;1
3075;1;119;1;0
3076;0;119;0;0
3077;0;115;0;0
3078;0;120;0;0
3079;0;117;0;0
3080;1;119;1;0
3081;0;117;0;0
3082;0;118;0;0
3083;0;120;0;0
3084;0;117;0;0
3085;0;120;0;0
3086;0;118;0;0
3087;1;118;1;0
3088;0;120;0;0
3089;0;117;0;0
3090;0;120;0;0
3091;0;119;0;0
3092;0;120;0;0
3093;0;120;0;0
3094;0;120;0;0
3095;0;114;0;0
3096;0;119;0;0
3097;0;118;0;0
3098;0;120;0;0
3099;0;120;0;0
3100;0;119;0;0
3101;1;118;1;0
3102;0;118;0;0
3103;1;118;1;1
3104;0;119;0;1
3105;1;119;1;0
3106;1;117;1;0
3107;1;119;1;0
3108;0;116;0;0
3109;0;119;0;0
3110;0;114;0;0
3111;0;117;0;1
3112;0;118;0;1
3113;0;119;0;0
3114;0;117;0;0
3115;0;120;0;0
3116;0;119;0;0
3117;0;120;0;0
3118;0;120;0;0
3119;1;119;1;0
3120;1;114;1;0
3121;0;119;0;0
3122;0;120;0;0
3123;0;116;0;0
3124;0;120;0;0
3125;0;118;0;1
3126;0;118;0;1
3127;0;117;0;0
3128;0;119;0;0
3129;0;116;0;0
3130;0;119;0;0
3131;0;120;0;0
3132;0;120;0;0
3133;0;116;0;0
3134;0;115;0;0
3135;0;118;0;0
3136;0;116;0;0
3137;0;114;0;0
3138;0;114;0;0
3139;0;108;0;0
3140;0;105;0;0
3141;0;111;0;0
3142;1;106;1;0
3143;1;114;1;0
3144;0;116;0;0
3145;0;120;0;0
3146;0;120;0;0
3147;0;118;0;0
3148;0;120;0;0
3149;0;118;0;0
3150;0;117;0;0
3151;0;117;0;0
3152;0;118;0;0
3153;0;119;0;0
3154;0;120;0;0
3155;0;120;0;0
3156;1;119;1;0
3157;0;119;0;0
3158;0;120;0;0
3159;0;120;0;0
3160;0;117;0;0
3161;0;119;0;0
3162;0;116;0;0
3163;0;120;0;0
3164;0;120;0;0
3165;0;118;0;0
3166;0;119;0;0
3167;0;120;0;0
3168;0;120;0;0
3169;1;119;1;0
3170;2;118;2;0
3171;3;117;3;0
3172;3;117;3;0
3173;3;117;3;0
3174;5;111;5;0
3175;5;111;5;0
3176;6;112;6;0
3177;8;107;8;0
3178;11;109;11;0
3179;14;107;13;0
3180;19;101;18;0
3181;19;100;18;0
3182;25;91;24;0
3183;27;94;25;0
3184;34;88;32;0
3185;38;80;35;0
3186;42;80;39;0
3187;44;76;41;0
3188;48;73;44;0
3189;49;70;45;0
3190;56;66;52;0
3191;55;62;50;0
3192;59;62;54;0
3193;60;55;55;0
3194;66;55;60;0
3195;72;47;66;0
3196;88;38;80;0
3197;103;23;94;0
3198;118;8;105;0
3199;121;11;101;0
3200;133;1;111;0
3201;139;0;112;0
3202;145;0;114;0
3203;145;0;111;0
3204;147;0;111;0
3205;152;0;114;0
3206;147;1;108;0
3207;150;0;111;0
3208;152;0;112;0
3209;154;0;113;0
3210;151;0;110;0
3211;148;0;106;0
3212;157;1;115;0
3213;149;0;107;0
3214;154;0;112;0
3215;148;1;105;0
3216;156;2;114;0
3217;150;0;109;0
3218;157;1;115;0
3219;156;1;115;0
3220;153;0;112;0
3221;151;0;109;0
3222;153;0;111;0
3223;151;0;108;0
3224;160;0;117;0
3225;154;0;111;0
3226;154;0;110;0
3227;150;1;106;0
3228;150;0;107;0
3229;153;0;109;0
3230;141;0;97;0
3231;146;0;102;0
3232;161;0;117;0
3233;158;0;113;0
3234;160;0;115;0
3235;156;1;111;0
3236;150;0;106;0
3237;151;0;107;0
3238;147;0;102;1
3239;157;0;113;1
3240;156;0;113;1
3241;156;0;113;1
3242;152;0;110;2
3243;150;0;109;2
3244;149;0;109;3
3245;146;0;108;4
3246;142;0;106;5
3247;142;0;108;5
3248;140;0;107;6
3249;137;0;106;6
3250;135;0;105;6
3251;136;0;107;7
3252;132;0;104;7
3253;132;0;104;7
3254;131;0;103;8
3255;134;0;107;8
3256;127;1;101;7
3257;131;1;105;5
3258;130;1;103;6
3259;135;1;108;5
3260;134;0;106;7
3261;138;0;111;7
3262;129;0;102;6
3263;132;0;104;5
3264;141;0;112;6
3265;131;1;102;9
3266;125;3;99;8
3267;125;4;100;8
3268;128;0;105;7
3269;129;0;104;8
3270;128;0;103;6
3271;139;0;112;4
3272;134;0;105;4
3273;136;0;106;4
3274;136;0;106;5
3275;138;1;108;5
3276;142;1;112;2
3277;146;0;115;2
3278;148;0;115;2
3279;137;0;103;3
3280;147;0;113;2
3281;143;0;109;2
3282;147;0;112;2
3283;148;1;113;1
3284;146;0;111;1
3285;150;0;114;2
3286;148;0;112;2
3287;152;0;116;3
3288;147;0;111;4
3289;139;0;105;4
3290;143;0;110;3
3291;143;0;109;4
3292;141;0;108;5
3293;136;0;104;5
3294;138;0;107;5
3295;140;1;109;5
3296;142;0;112;5
3297;139;0;109;6
3298;132;1;103;6
3299;130;1;102;5
3300;136;1;108;6
3301;131;2;103;8
3302;136;0;110;6
3303;130;0;103;6
3304;136;0;108;6
3305;132;0;104;6
3306;132;1;104;7
3307;135;1;108;7
3308;132;0;105;6
3309;131;0;104;5
3310;134;0;106;5
3311;141;1;112;4
3312;134;0;105;3
3313;135;0;104;4
3314;142;0;111;5
3315;139;0;108;5
3316;137;0;107;7
3317;135;0;106;6
3318;131;0;102;6
3319;136;0;107;6
3320;140;0;111;7
3321;133;0;105;8
3322;133;1;106;9
3323;125;0;100;9
3324;125;0;100;12
3325;123;0;100;13
3326;122;1;100;12
3327;116;0;94;10
3328;124;0;101;15
3329;114;0;93;20
3330;111;1;93;20
3331;111;0;94;21
3332;111;0;95;22
3333;108;0;92;22
3334;110;0;94;19
3335;105;0;88;20
3336;105;0;88;23
3337;104;0;88;24
3338;105;0;90;26
3339;100;0;86;20
3340;106;0;90;24
3341;103;0;88;26
3342;105;0;91;26
3343;97;0;83;31
3344;98;0;85;28
3345;96;0;83;30
3346;94;0;81;35
3347;84;0;73;35
3348;82;0;71;39
3349;77;0;67;45
3350;71;0;62;54
3351;55;0;48;64
3352;45;0;40;72
3353;45;0;41;69
3354;49;0;45;70
3355;48;0;44;72
3356;37;0;33;83
3357;24;0;21;93
3358;9;0;7;108
3359;0;0;0;113
3360;0;0;0;115
3361;0;0;0;111
3362;0;0;0;107
3363;0;0;0;114
3364;0;0;0;112
3365;0;0;0;113
3366;1;0;1;109
3367;1;0;1;108
3368;2;0;2;111
3369;2;0;2;108
3370;0;0;0;116
3371;0;0;0;115
3372;0;0;0;108
3373;0;0;0;115
3374;0;0;0;110
3375;0;0;0;109
3376;0;0;0;107
3377;0;0;0;108
3378;0;0;0;108
3379;0;0;0;106
3380;0;0;0;102
3381;0;0;0;116
3382;0;0;0;110
3383;0;0;0;111
3384;0;0;0;109
3385;0;0;0;110
3386;0;0;0;113
3387;0;0;0;105
3388;0;0;0;107
3389;0;0;0;109
3390;0;0;0;117
3391;0;0;0;113
3392;0;0;0;113
3393;0;0;0;112
3394;0;0;0;103
3395;1;0;1;103
3396;0;0;0;116
3397;0;0;0;115
3398;0;0;0;116
3399;0;0;0;114
3400;0;0;0;114
3401;0;0;0;106
3402;0;0;0;107
3403;0;0;0;105
3404;0;0;0;102
3405;0;0;0;102
3406;0;0;0;103
3407;0;0;0;115
3408;0;0;0;118
3409;0;0;0;114
3410;1;0;1;112
3411;0;0;0;110
3412;0;0;0;110
3413;0;0;0;106
3414;0;0;0;109
3415;0;0;0;109
3416;0;0;0;108
3417;0;0;0;116
3418;0;0;0;109
3419;0;0;0;111
3420;1;0;1;108
3421;0;0;0;108
3422;0;0;0;110
3423;0;0;0;107
3424;0;0;0;115
3425;0;0;0;113
3426;1;0;1;112
3427;1;0;1;112
3428;0;0;0;110
3429;0;0;0;112
3430;0;0;0;114
3431;0;0;0;108
3432;0;0;0;114
3433;0;0;0;117
3434;0;0;0;111
3435;0;0;0;111
3436;1;0;1;104
3437;0;0;0;102
3438;0;0;0;102
3439;0;0;0;118
3440;0;0;0;117
3441;0;0;0;113
3442;0;0;0;116
3443;0;0;0;109
3444;1;0;1;107
3445;1;0;1;110
3446;0;0;0;109
3447;0;0;0;108
3448;0;0;0;108
3449;0;0;0;112
3450;0;0;0;108
3451;0;0;0;116
3452;0;0;0;108
3453;1;0;1;110
3454;0;0;0;112
3455;0;0;0;109
3456;0;0;0;110
3457;0;0;0;115
3458;0;0;0;109
3459;0;0;0;112
3460;0;0;0;110
3461;0;0;0;103
3462;0;0;0;107
3463;0;0;0;112
3464;0;0;0;106
3465;0;0;0;115
3466;0;0;0;118
3467;0;0;0;111
3468;1;0;1;107
3469;0;0;0;113
3470;0;0;0;105
3471;0;0;0;106
3472;0;0;0;107
3473;0;0;0;112
3474;0;0;0;110
3475;0;0;0;116
3476;0;0;0;115
3477;0;0;0;105
3478;0;0;0;108
3479;0;0;0;106
3480;0;0;0;114
3481;0;0;0;110
3482;0;0;0;105
3483;0;0;0;116
3484;1;0;1;104
3485;1;0;1;104
3486;0;0;0;116
3487;0;0;0;114
3488;0;0;0;104
3489;0;0;0;114
3490;0;0;0;115
3491;1;0;1;105
3492;1;0;1;101
3493;1;0;1;111
3494;0;0;0;116
3495;0;0;0;108
3496;0;0;0;107
3497;1;0;1;116
3498;0;0;0;110
3499;1;0;1;105
3500;0;0;0;113
3501;0;0;0;115
3502;0;0;0;110
3503;0;0;0;110
3504;0;0;0;109
3505;0;2;0;110
3506;0;2;0;112
3507;0;2;0;103
3508;0;2;0;110
3509;0;3;0;112
3510;0;4;0;105
3511;0;4;0;114
3512;1;4;1;105
3513;1;4;1;111
3514;1;4;1;110
3515;0;1;0;110
3516;0;1;0;114
3517;0;1;0;111
3518;0;3;0;105
3519;0;5;0;114
3520;0;5;0;110
3521;1;6;1;108
3522;1;6;1;104
3523;1;3;1;113
3524;0;1;0;114
3525;0;1;0;111
3526;0;1;0;109
3527;0;2;0;109
3528;0;3;0;108
3529;0;3;0;114
3530;1;4;1;107
3531;0;3;0;111
3532;0;4;0;107
3533;0;5;0;107
3534;0;5;0;110
3535;0;5;0;107
3536;0;5;0;107
3537;0;6;0;104
3538;0;5;0;105
3539;0;4;0;107
3540;0;4;0;111
3541;0;4;0;112
3542;0;6;0;107
3543;0;5;0;106
3544;0;4;0;109
3545;0;5;0;106
3546;0;5;0;110
3547;0;6;0;109
3548;0;6;0;110
3549;0;7;0;111
3550;0;7;0;104
3551;0;8;0;104
3552;0;8;0;105
3553;0;7;0;108
3554;0;10;0;100
3555;0;12;0;107
3556;0;14;0;101
3557;0;19;0;95
3558;0;23;0;88
3559;0;28;0;87
3560;0;33;0;77
3561;0;39;0;77
3562;0;48;0;66
3563;0;54;0;59
3564;0;54;0;59
3565;0;57;0;55
3566;0;62;0;54
3567;0;71;0;43
3568;0;82;0;32
3569;0;90;0;21
3570;0;101;0;11
3571;0;113;0;0
3572;0;113;0;1
3573;0;111;0;0
3574;0;117;0;0
3575;0;115;0;0
3576;0;111;0;0
3577;0;112;0;0
3578;0;108;0;0
3579;0;108;0;0
3580;0;108;0;1
3581;0;115;0;0
3582;0;114;0;0
3583;0;109;0;0
3584;0;103;0;0
3585;0;118;0;1
3586;0;113;0;1
3587;0;115;0;0
3588;0;112;0;0
3589;0;108;0;0
3590;0;107;0;0
3591;0;108;0;0
3592;0;119;0;0
3593;0;111;0;2
3594;0;109;0;0
3595;0;115;0;0
3596;0;106;0;0
3597;0;101;0;0
3598;0;119;0;0
3599;0;113;0;2
3600;0;114;0;0
3601;0;106;0;0
3602;0;108;0;0
3603;0;109;0;0
3604;0;109;0;0
3605;0;117;0;0
3606;0;112;0;0
3607;1;106;1;0
3608;0;116;0;0
3609;0;120;0;0
3610;0;119;0;0
3611;0;117;0;0
3612;0;120;0;0
3613;0;119;0;1
3614;0;118;0;0
3615;0;120;0;0
3616;0;118;0;1
3617;0;120;0;0
3618;0;120;0;0
3619;0;119;0;0
3620;0;116;0;0
3621;0;120;0;0
3622;0;119;0;1
3623;0;119;0;1
3624;0;109;0;1
3625;0;116;0;0
3626;0;111;0;0
3627;0;112;0;0
3628;0;111;0;0
3629;0;105;0;2
3630;1;106;1;0
3631;1;109;1;0
3632;1;115;1;1
3633;0;118;0;1
3634;0;113;0;1
3635;0;109;0;1
3636;0;117;0;1
3637;0;117;0;0
3638;0;120;0;0
3639;0;118;0;1
3640;0;118;0;1
3641;0;117;0;1
3642;0;120;0;0
3643;0;120;0;0
3644;0;120;0;0
3645;0;118;0;2
3646;0;119;0;0
3647;0;117;0;0
3648;0;120;0;0
3649;0;110;0;0
3650;0;116;0;0
3651;0;109;0;0
3652;0;112;0;0
3653;0;110;0;0
3654;0;104;0;2
3655;0;104;0;2
3656;0;111;0;0
3657;0;116;0;0
3658;0;108;0;0
3659;0;112;0;1
3660;0;113;0;0
3661;0;109;0;0
3662;0;109;0;0
3663;0;112;0;0
3664;0;105;0;0
3665;0;109;0;0
3666;0;103;0;0
3667;0;113;0;0
3668;0;111;0;0
3669;0;111;0;0
3670;0;108;0;0
3671;0;116;0;0
3672;0;108;0;0
3673;0;114;0;0
3674;0;111;0;0
3675;0;109;0;0
3676;0;112;0;0
3677;0;105;0;0
3678;0;113;0;0
3679;0;108;0;0
3680;0;109;0;0
3681;0;110;0;0
3682;0;102;0;0
3683;0;116;0;0
3684;0;111;0;0
3685;0;112;0;0
3686;1;112;1;0
3687;1;106;1;0
3688;0;117;0;0
3689;0;119;0;1
3690;0;112;0;0
3691;2;117;2;1
3692;2;115;2;2
3693;2;115;2;1
3694;2;115;2;1
3695;2;115;2;2
3696;3;115;3;2
3697;3;115;3;2
3698;4;111;4;2
3699;4;111;4;2
3700;4;111;4;4
3701;4;109;4;4
3702;2;113;2;3
3703;2;114;2;3
3704;2;113;2;4
3705;2;112;2;4
3706;2;115;2;2
3707;1;116;1;2
3708;0;117;0;3
3709;0;115;0;2
3710;0;118;0;0
3711;0;120;0;0
3712;0;119;0;0
3713;0;120;0;0
3714;0;119;0;0
3715;0;120;0;0
3716;0;114;0;1
3717;0;118;0;0
3718;0;115;0;1
3719;0;120;0;0
3720;0;120;0;0
3721;0;117;0;0
3722;0;120;0;0
3723;0;113;0;0
3724;0;105;0;0
3725;0;109;0;0
3726;0;104;0;0
3727;0;112;0;2
3728;0;106;0;2
3729;0;113;0;2
3730;0;109;0;0
3731;0;114;0;0
3732;0;109;0;0
3733;0;114;0;0
3734;0;115;0;0
3735;0;114;0;0
3736;0;108;0;0
3737;0;102;0;0
3738;0;111;0;0
3739;0;104;0;1
3740;0;106;0;0
3741;0;114;0;1
3742;0;114;0;0
3743;0;112;0;0
3744;0;105;0;1
3745;0;118;0;0
3746;1;111;1;0
3747;0;115;0;0
3748;0;112;0;0
3749;0;118;0;1
3750;0;113;0;0
3751;0;120;0;0
3752;1;119;1;0
3753;0;119;0;0
3754;0;118;0;0
3755;0;117;0;0
3756;0;114;0;0
3757;0;116;0;0
3758;0;115;0;0
3759;0;119;0;0
3760;0;117;0;0
3761;0;120;0;0
3762;0;119;0;0
3763;0;120;0;0
3764;0;120;0;0
3765;0;119;0;0
3766;0;117;0;1
3767;0;117;0;3
3768;0;117;0;0
3769;0;116;0;0
3770;0;112;0;0
3771;0;111;0;0
3772;0;109;0;0
3773;0;112;0;0
3774;1;113;1;0
3775;0;117;0;1
3776;0;118;0;0
3777;0;119;0;0
3778;0;120;0;0
3779;1;118;1;1
3780;1;116;1;1
3781;0;116;0;2
3782;0;117;0;2
3783;0;116;0;3
3784;0;116;0;3
3785;0;113;0;0
3786;0;112;0;0
3787;0;119;0;0
3788;1;118;1;0
3789;1;118;1;1
3790;0;118;0;1
3791;0;120;0;0
3792;0;119;0;0
3793;1;119;1;0
3794;1;119;1;0
3795;0;120;0;0
3796;0;120;0;0
3797;0;117;0;0
3798;0;120;0;0
3799;0;119;0;0
3800;0;112;0;0
3801;0;118;0;0
3802;0;119;0;0
3803;0;120;0;0
3804;0;120;0;0
3805;0;120;0;0
3806;0;119;0;0
3807;0;120;0;0
3808;2;118;2;0
3809;2;118;2;0
3810;2;118;2;0
3811;2;116;2;0
3812;2;116;2;0
3813;1;117;1;0
3814;0;119;0;0
3815;0;120;0;0
3816;0;120;0;0
3817;0;117;0;0
3818;1;119;1;0
3819;0;119;0;0
3820;0;118;0;0
3821;0;120;0;0
3822;0;119;0;0
3823;0;120;0;0
3824;0;119;0;0
3825;0;120;0;0
3826;0;120;0;0
3827;0;118;0;0
3828;0;117;0;1
3829;0;118;0;0
3830;0;119;0;0
3831;0;118;0;0
3832;0;111;0;0
3833;0;114;0;0
3834;0;104;0;0
3835;0;110;0;0
3836;0;109;0;0
3837;0;108;0;0
3838;0;108;0;0
3839;0;108;0;0
3840;0;106;0;0
3841;0;113;0;0
3842;0;114;0;0
3843;0;110;0;0
3844;0;110;0;0
3845;0;104;0;1
3846;0;103;0;0
3847;0;107;0;0
3848;0;118;0;0
3849;0;116;0;0
3850;0;104;0;0
3851;0;104;0;0
3852;0;112;0;0
3853;0;105;0;0
3854;0;106;0;0
3855;0;109;0;1
3856;0;107;0;0
3857;0;100;0;0
3858;0;118;0;0
3859;0;116;0;1
3860;0;111;0;0
3861;0;112;0;0
3862;0;109;0;0
3863;0;111;0;0
3864;0;114;0;0
3865;0;110;0;0
3866;0;100;0;0
3867;0;111;0;0
3868;0;113;0;0
3869;0;112;0;0
3870;0;105;0;0
3871;0;112;0;0
3872;0;111;0;0
3873;0;115;0;0
3874;0;111;0;0
3875;0;109;0;0
3876;0;103;0;0
3877;0;118;0;0
3878;0;116;0;0
3879;0;116;0;0
3880;0;111;0;0
3881;0;115;0;0
3882;0;116;0;0
3883;0;110;0;2
3884;0;114;0;0
3885;0;115;0;0
3886;0;108;0;1
3887;0;112;0;1
3888;0;111;0;1
3889;0;114;0;0
3890;0;106;0;0
3891;0;108;0;0
3892;0;116;0;0
3893;0;106;0;0
3894;0;111;0;1
3895;0;115;0;0
3896;0;116;0;0
3897;0;108;0;0
3898;0;107;0;0
3899;0;111;0;0
3900;0;112;0;0
3901;0;111;0;0
3902;0;113;0;0
3903;0;109;0;0
3904;0;114;0;0
3905;0;107;0;0
3906;0;112;0;1
3907;0;116;0;0
3908;0;111;0;0
3909;0;106;0;0
3910;0;112;0;1
3911;1;106;1;0
3912;0;116;0;0
3913;0;117;0;0
3914;0;120;0;0
3915;0;118;0;0
3916;0;119;0;0
3917;0;116;0;0
3918;0;120;0;0
3919;0;116;0;1
3920;0;120;0;0
3921;0;120;0;0
3922;0;120;0;0
3923;0;118;0;0
3924;0;119;0;1
3925;0;120;0;0
3926;0;120;0;0
3927;0;118;0;0
3928;0;114;0;0
3929;0;111;0;0
3930;0;103;0;0
3931;0;111;0;0
3932;0;106;0;0
3933;0;108;0;0
3934;0;110;0;0
3935;0;101;0;0
3936;0;120;0;0
3937;1;119;1;0
3938;0;119;0;1
3939;0;120;0;0
3940;0;118;0;0
3941;0;120;0;0
3942;0;119;0;0
3943;0;120;0;0
3944;0;119;0;0
3945;0;120;0;0
3946;0;118;0;0
3947;0;117;0;0
3948;0;117;0;0
3949;0;117;0;1
3950;0;119;0;1
3951;0;118;0;0
3952;0;120;0;0
3953;0;119;0;0
3954;0;115;0;0
3955;0;109;0;0
3956;0;112;0;0
3957;0;106;0;0
3958;0;109;0;0
3959;0;105;0;0
3960;0;111;0;0
3961;0;112;0;0
3962;0;102;0;0
3963;0;111;0;0
3964;0;105;0;0
3965;0;115;0;2
3966;0;106;0;0
3967;0;101;0;0
3968;0;106;0;0
3969;0;117;0;0
3970;0;113;0;1
3971;0;110;0;1
3972;0;110;0;0
3973;0;109;0;0
3974;0;106;0;0
3975;1;109;1;0
3976;1;109;1;1
3977;0;116;0;1
3978;0;120;0;0
3979;0;119;0;0
3980;0;120;0;0
3981;0;117;0;1
3982;0;117;0;2
3983;0;120;0;0
3984;0;119;0;0
3985;1;119;1;0
3986;0;118;0;0
3987;0;120;0;0
3988;0;117;0;1
3989;0;117;0;0
3990;0;117;0;0
3991;0;120;0;0
3992;0;119;0;0
3993;0;120;0;0
3994;0;120;0;0
3995;0;118;0;0
3996;0;119;0;0
3997;0;119;0;1
3998;0;118;0;0
3999;0;118;0;0
4000;0;119;0;0
4001;0;116;0;1
4002;0;110;0;0
4003;0;111;0;0
4004;0;103;0;0
4005;0;112;0;0
4006;0;107;0;0
4007;0;109;0;0
4008;0;106;0;0
4009;0;119;0;1
4010;0;118;0;0
4011;0;111;0;1
4012;0;111;0;0
4013;0;113;0;0
4014;0;113;0;1
4015;0;113;0;0
4016;0;111;0;0
4017;0;115;0;0
4018;0;114;0;0
4019;1;111;1;0
4020;0;119;0;0
4021;0;120;0;0
4022;0;119;0;0
4023;0;119;0;0
4024;0;119;0;0
4025;0;120;0;0
4026;0;120;0;0
4027;0;119;0;0
4028;0;116;0;0
4029;0;120;0;0
4030;1;118;1;0
4031;1;119;1;0
4032;0;118;0;0
4033;0;120;0;0
4034;0;120;0;0
4035;0;120;0;0
4036;0;120;0;0
4037;1;117;1;0
4038;0;119;0;0
4039;0;119;0;0
4040;0;117;0;0
4041;0;120;0;0
4042;0;118;0;1
4043;0;119;0;0
4044;0;118;0;0
4045;0;118;0;0
4046;0;118;0;0
4047;0;117;0;0
4048;1;116;1;0
4049;0;120;0;0
4050;0;117;0;0
4051;0;120;0;0
4052;0;118;0;0
4053;0;120;0;0
4054;0;120;0;0
4055;0;117;0;0
4056;0;120;0;0
4057;0;119;0;0
4058;0;119;0;0
4059;0;118;0;0
4060;1;117;1;1
4061;0;115;0;1
4062;0;119;0;1
4063;0;119;0;0
4064;0;120;0;0
4065;0;119;0;0
4066;0;119;0;0
4067;0;120;0;0
4068;0;119;0;0
4069;0;118;0;2
4070;0;120;0;0
4071;0;120;0;0
4072;0;118;0;0
4073;0;116;0;0
4074;0;117;0;1
4075;0;119;0;0
4076;0;114;0;0
4077;0;114;0;0
4078;0;107;0;0
4079;0;102;0;0
4080;0;105;0;0
4081;0;102;0;0
4082;0;102;0;0
4083;0;115;0;0
4084;0;109;0;0
4085;0;106;0;0
4086;0;118;0;0
4087;0;113;0;0
4088;0;113;0;0
4089;0;105;0;0
4090;0;113;0;0
4091;0;108;0;0
4092;0;115;0;1
4093;0;111;0;0
4094;0;112;0;0
4095;0;106;0;0
4096;0;108;0;0
4097;0;104;0;0
4098;0;118;0;0
4099;0;114;0;0
4100;0;110;0;0
4101;0;105;0;0
4102;0;113;0;0
4103;0;110;0;0
4104;0;103;0;0
4105;0;104;0;1
4106;0;116;0;0
4107;0;119;0;0
4108;0;115;0;0
4109;0;115;0;0
4110;0;114;0;0
4111;0;108;0;0
4112;0;109;0;1
4113;0;107;0;0
4114;0;104;0;0
4115;0;109;0;1
4116;0;109;0;2
4117;0;117;0;0
4118;0;115;0;0
4119;0;110;0;0
4120;0;114;0;0
4121;0;107;0;0
4122;0;109;0;0
4123;0;107;0;0
4124;0;108;0;0
4125;0;107;0;0
4126;0;111;0;0
4127;0;103;0;0
4128;0;116;0;0
4129;0;113;0;0
4130;0;106;0;0
4131;0;103;0;0
4132;0;113;0;1
4133;1;113;1;0
4134;1;111;1;0
4135;0;119;0;0
4136;0;120;0;0
4137;0;119;0;1
4138;0;117;0;0
4139;0;119;0;0
4140;0;114;0;0
4141;1;119;1;0
4142;0;117;0;0
4143;0;119;0;0
4144;0;120;0;0
4145;0;120;0;0
4146;0;120;0;0
4147;0;117;0;0
4148;0;119;0;0
4149;0;120;0;0
4150;0;119;0;0
4151;0;117;0;0
4152;0;117;0;0
4153;0;119;0;0
4154;0;120;0;0
4155;0;119;0;0
4156;0;117;0;0
4157;0;119;0;0
